age,league,height_cm,weight_kg,eur_value,overall,potential,pac,sho,pas,dri,def,phy,international_reputation,skill_moves,weak_foot,work_rate_att,work_rate_def,preferred_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,rs,rw,rf,ram,rcm,rm,rdm,rcb,rb,rwb,st,lw,cf,cam,cm,lm,cdm,cb,lb,lwb,ls,lf,lam,lcm,ldm,lcb,1_on_1_rush_trait,acrobatic_clearance_trait,argues_with_officials_trait,avoids_using_weaker_foot_trait,backs_into_player_trait,bicycle_kicks_trait,cautious_with_crosses_trait,chip_shot_trait,chipped_penalty_trait,comes_for_crosses_trait,corner_specialist_trait,diver_trait,dives_into_tackles_trait,diving_header_trait,driven_pass_trait,early_crosser_trait,fan's_favourite_trait,fancy_flicks_trait,finesse_shot_trait,flair_trait,flair_passes_trait,gk_flat_kick_trait,gk_long_throw_trait,gk_up_for_corners_trait,giant_throw_in_trait,inflexible_trait,injury_free_trait,injury_prone_trait,leadership_trait,long_passer_trait,long_shot_taker_trait,long_throw_in_trait,one_club_player_trait,outside_foot_shot_trait,playmaker_trait,power_free_kick_trait,power_header_trait,second_wind_trait,selfish_trait,skilled_dribbling_trait,stutter_penalty_trait,swerve_pass_trait,takes_finesse_free_kicks_trait,target_forward_trait,team_player_trait,technical_dribbler_trait,tries_to_beat_defensive_line_trait,poacher_speciality,speedster_speciality,aerial_threat_speciality,dribbler_speciality,playmaker_speciality,engine_speciality,distance_shooter_speciality,crosser_speciality,free_kick_specialist_speciality,tackling_speciality,tactician_speciality,acrobat_speciality,strength_speciality,clinical_finisher_speciality,prefers_rs,prefers_rw,prefers_rf,prefers_ram,prefers_rcm,prefers_rm,prefers_rdm,prefers_rcb,prefers_rb,prefers_rwb,prefers_st,prefers_lw,prefers_cf,prefers_cam,prefers_cm,prefers_lm,prefers_cdm,prefers_cb,prefers_lb,prefers_lwb,prefers_ls,prefers_lf,prefers_lam,prefers_lcm,prefers_ldm,prefers_lcb,prefers_gk,country
21,English Championship,173,68,375e3,60,72,76,56,52,63,21,49,1,2,2,Medium,Low,Right,35,57,55,60,52,63,56,37,54,59,79,74,66,61,78,57,59,57,50,50,34,13,59,58,61,52,18,19,21,9,10,8,10,11,59,60,61,60,54,59,40,34,40,42,59,60,61,60,54,59,40,34,40,42,59,61,60,54,40,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,England
21,English Championship,177,71,325e3,60,70,68,45,58,64,46,56,1,2,2,Medium,Medium,Right,50,41,43,68,43,62,48,41,63,68,69,67,68,52,72,53,56,61,58,44,47,43,52,53,46,58,49,46,44,15,6,8,8,11,54,58,57,59,58,60,55,50,53,55,54,58,57,59,58,60,55,50,53,55,54,57,59,58,55,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,England
25,French Ligue 2,175,73,22e4,60,64,64,32,48,57,61,58,1,2,3,Medium,Medium,Left,52,28,55,53,26,59,33,31,49,59,65,63,54,50,47,39,60,57,57,28,63,59,49,40,39,59,60,65,64,13,13,6,9,12,47,51,50,50,51,53,57,60,59,58,47,51,50,50,51,53,57,60,59,58,47,50,50,51,57,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,France
19,German 2. Bundesliga,192,82,4e5,60,77,63,35,49,57,57,65,1,2,3,High,Medium,Right,60,30,58,56,34,61,40,22,41,54,61,64,51,59,48,36,55,62,70,41,60,56,54,43,43,46,52,61,60,14,12,12,10,7,50,54,52,52,52,55,56,59,59,59,50,54,52,52,52,55,56,59,59,59,50,52,52,52,56,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Germany
23,German Bundesliga,186,77,26e4,60,68,54,33,35,37,62,61,1,2,3,Medium,Medium,Right,33,27,56,40,38,30,31,38,30,36,53,54,55,57,60,46,67,55,65,30,55,57,29,32,48,47,59,70,65,8,9,10,8,9,41,37,38,37,40,38,51,59,54,51,41,37,38,37,40,38,51,59,54,51,41,38,37,40,51,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Germany
22,Italian Serie B,185,80,24e4,60,66,66,26,52,58,56,58,1,2,2,High,Medium,Right,60,24,43,60,29,58,52,31,46,55,67,66,65,56,67,24,54,65,56,23,56,55,53,40,37,51,57,59,60,8,13,7,5,13,45,53,49,51,52,55,56,56,59,59,45,53,49,51,52,55,56,56,59,59,45,49,51,52,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Italy
21,Italian Serie A,178,76,325e3,60,72,81,32,44,50,59,65,1,2,2,Medium,High,Right,46,29,54,49,54,56,40,41,40,35,85,78,57,53,70,28,62,70,66,33,59,51,48,39,41,56,60,62,67,13,14,11,14,11,46,49,47,47,46,51,53,58,59,57,46,49,47,47,46,51,53,58,59,57,46,47,47,46,53,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Italy
21,Spanish Primera División,187,80,28e4,60,69,65,34,42,44,61,58,1,2,3,Medium,Medium,Right,37,29,56,50,29,36,34,32,42,46,63,67,66,52,58,47,72,57,58,33,56,59,25,38,41,47,60,64,64,9,14,5,6,6,43,43,42,43,45,44,54,59,57,54,43,43,42,43,45,44,54,59,57,54,43,42,43,45,54,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Spain
21,Spanish Segunda División,180,70,325e3,60,69,61,62,46,60,22,48,1,3,3,Medium,Medium,Right,35,65,62,51,55,60,48,42,34,59,63,60,57,59,65,61,58,56,49,58,31,15,55,57,76,53,16,21,14,11,14,12,8,9,59,57,59,57,50,55,36,33,37,39,59,57,59,57,50,55,36,33,37,39,59,59,57,50,36,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spain
21,Italian Serie A,190,77,27e4,60,68,52,33,39,39,63,52,1,2,3,Low,Medium,Right,35,25,56,44,36,36,38,34,36,41,50,53,34,54,54,51,71,43,57,29,47,64,33,38,47,52,61,65,67,13,12,8,6,8,42,39,40,39,42,40,52,59,54,52,42,39,40,39,42,40,52,59,54,52,42,40,39,42,52,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Italy
21,French Ligue 1,181,73,425e3,60,74,65,40,54,60,62,55,1,2,3,Medium,Medium,Right,48,35,59,64,34,60,46,46,61,59,64,65,58,55,67,57,61,49,56,32,59,51,40,42,56,57,65,66,62,10,7,12,9,9,51,53,52,53,54,54,59,60,59,58,51,53,52,53,54,54,59,60,59,58,51,52,53,54,59,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,France
19,French Ligue 1,190,82,3e5,60,69,59,55,62,62,48,59,1,3,3,Medium,Medium,Right,56,55,52,66,54,61,58,53,60,63,55,63,62,59,63,57,59,61,63,53,47,31,45,65,56,59,49,54,56,15,12,9,9,6,56,59,58,60,59,59,55,52,54,55,56,59,58,60,59,59,55,52,54,55,56,58,60,59,55,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,France
19,Spanish Primera División,189,72,325e3,60,69,59,61,40,57,18,48,1,3,3,Medium,Medium,Right,29,64,59,53,55,59,38,26,28,55,59,59,51,63,54,60,67,50,54,59,26,16,57,41,61,45,13,11,16,8,7,6,5,9,59,54,57,54,46,52,34,32,35,37,59,54,57,54,46,52,34,32,35,37,59,57,54,46,34,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spain
20,French Ligue 2,182,75,425e3,60,75,60,51,55,53,60,64,1,2,2,Medium,Medium,Right,61,49,55,57,46,54,55,40,58,50,57,62,55,55,62,57,57,64,64,51,65,61,53,48,41,51,57,64,59,11,11,9,11,7,54,54,53,53,55,55,59,60,59,59,54,54,53,53,55,55,59,60,59,59,54,53,53,55,59,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,France
19,French Ligue 1,179,71,35e4,60,73,53,29,46,52,61,56,1,2,2,Low,Medium,Left,48,21,58,59,31,50,26,28,50,55,52,53,43,55,59,46,74,62,53,23,49,55,48,29,43,55,59,68,61,11,11,12,14,13,45,46,46,46,50,49,56,59,58,57,45,46,46,46,50,49,56,59,58,57,45,46,46,50,56,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,France
22,Italian Serie B,177,71,26e4,60,68,64,32,54,59,59,53,1,2,2,Medium,Medium,Right,59,31,48,60,35,62,38,40,55,52,65,63,53,61,71,29,57,56,50,28,55,56,56,45,44,57,58,64,60,9,11,7,11,8,48,54,52,53,54,56,57,57,59,59,48,54,52,53,54,56,57,57,59,59,48,52,53,54,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Italy
19,English Premier League,183,68,45e4,60,76,68,58,40,56,19,59,1,3,3,High,Medium,Left,28,63,55,47,47,50,42,27,34,58,70,67,73,59,70,57,65,58,62,50,49,14,61,47,63,52,16,16,12,11,7,10,12,11,59,55,57,54,47,53,36,34,36,37,59,55,57,54,47,53,36,34,36,37,59,57,54,47,36,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,England
18,English Premier League,178,64,425e3,60,79,64,49,58,61,51,50,1,3,3,High,Medium,Right,42,41,56,75,46,61,42,47,64,59,66,62,55,61,78,62,60,64,37,49,62,48,58,48,53,48,48,50,60,12,13,13,8,13,56,57,58,59,60,59,57,53,57,57,56,57,58,59,60,59,57,53,57,57,56,58,59,60,57,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,England
19,Spanish Primera División,178,72,3e5,60,71,61,34,39,45,61,58,1,2,2,Low,Medium,Left,36,30,55,44,28,38,36,37,42,51,62,60,43,54,65,50,73,57,59,28,53,58,25,34,47,51,52,71,67,7,6,6,11,12,43,42,42,41,45,44,54,59,57,54,43,42,42,41,45,44,54,59,57,54,43,42,41,45,54,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Spain
19,German Bundesliga,168,62,45e4,60,75,72,58,53,66,29,44,1,3,3,Medium,Medium,Left,60,61,46,54,50,68,52,41,44,61,73,71,77,42,83,66,64,61,38,43,32,27,54,54,64,58,23,31,29,14,13,11,7,14,57,60,59,58,51,59,41,36,45,47,57,60,59,58,51,59,41,36,45,47,57,59,58,51,41,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Germany
18,Spanish Segunda División,172,67,35e4,60,72,62,51,62,65,46,47,1,3,3,Medium,Medium,Right,54,49,53,70,57,68,57,51,66,60,60,64,58,61,75,61,52,42,47,41,50,30,56,56,62,68,41,54,61,12,13,14,9,14,57,59,59,60,59,60,53,50,53,54,57,59,59,60,59,60,53,50,53,54,57,59,60,59,53,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Spain
17,Spanish Segunda División,184,72,3e5,60,73,57,29,42,40,63,53,1,2,2,Low,Medium,Right,31,22,60,58,29,30,31,35,28,50,59,55,40,50,68,47,70,59,48,23,54,57,33,39,49,44,59,70,67,11,12,12,11,11,42,40,41,42,45,42,54,59,57,54,42,40,41,42,45,42,54,59,57,54,42,41,42,45,54,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Spain
19,English Premier League,175,79,45e4,60,77,67,60,39,62,21,57,1,2,3,High,Low,Right,25,64,47,54,36,62,48,26,24,61,66,68,68,50,66,59,69,58,65,54,33,11,65,41,62,62,24,17,21,12,6,12,9,8,59,57,59,56,47,54,36,34,37,39,59,57,59,56,47,54,36,34,37,39,59,59,56,47,36,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,England
22,Spanish Segunda División,169,68,27e4,60,69,44,34,48,63,64,43,1,2,3,Medium,Medium,Right,55,30,57,52,37,71,43,41,41,50,42,46,59,56,67,35,57,60,28,36,57,59,46,42,46,50,62,69,71,11,12,12,14,11,45,50,49,49,51,51,55,58,59,58,45,50,49,49,51,51,55,58,59,58,45,49,49,51,55,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spain
19,Italian Serie B,183,75,4e5,60,76,69,27,44,53,57,61,1,2,3,Medium,Medium,Right,55,23,51,50,29,50,35,30,40,56,69,69,59,55,59,28,62,71,59,28,52,58,44,30,33,59,56,60,58,13,7,14,10,7,44,49,46,46,48,51,54,57,59,59,44,49,46,46,48,51,54,57,59,59,44,46,46,48,54,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Italy
20,English Premier League,178,83,425e3,60,75,54,33,35,40,63,61,1,2,2,Medium,Medium,Left,37,30,63,34,37,37,29,36,36,39,52,55,45,49,62,43,72,61,66,26,48,59,27,33,45,52,59,67,66,8,6,5,8,6,41,38,38,37,40,40,51,59,55,52,41,38,38,37,40,40,51,59,55,52,41,38,37,40,51,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,England
22,German 2. Bundesliga,188,82,3e5,60,68,67,55,59,57,46,70,1,2,4,High,Medium,Left,49,49,49,65,47,56,57,63,59,59,66,67,65,55,45,68,58,75,73,60,61,49,56,60,53,65,37,54,42,8,8,6,6,6,58,58,58,59,59,59,56,53,54,55,58,58,58,59,59,59,56,53,54,55,58,58,59,59,56,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Germany
19,German Bundesliga,170,63,4e5,60,73,69,49,55,67,30,41,1,3,3,High,Medium,Left,58,50,42,55,54,67,56,42,53,62,69,69,79,52,81,50,45,46,39,43,39,23,55,56,55,55,29,34,25,10,10,9,8,10,54,60,57,58,53,59,43,37,44,46,54,60,57,58,53,59,43,37,44,46,54,57,58,53,43,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Germany
20,Spanish Segunda División,180,75,29e4,60,70,60,31,35,41,63,58,1,2,3,Medium,Medium,Right,32,26,57,37,33,37,31,32,34,39,59,61,49,51,65,45,70,62,55,23,57,56,30,37,46,44,56,73,70,6,14,11,14,8,41,39,39,38,41,41,51,59,56,53,41,39,39,38,41,41,51,59,56,53,41,39,38,41,51,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Spain
20,Italian Serie A,182,75,4e5,60,73,59,60,48,59,23,51,1,3,3,Medium,Medium,Right,43,65,59,52,44,59,47,38,43,58,59,59,55,60,62,55,66,40,60,56,40,19,61,52,58,64,22,16,15,12,13,9,14,9,59,57,58,57,50,55,38,36,37,39,59,57,58,57,50,55,38,36,37,39,59,58,57,50,38,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Italy
23,German 2. Bundesliga,181,76,28e4,60,66,73,49,55,62,27,58,1,2,3,Medium,Medium,Left,57,49,44,59,49,64,44,42,56,60,72,73,69,43,65,54,66,55,63,44,45,24,54,53,50,49,27,25,24,6,10,6,5,12,54,58,56,57,52,59,43,38,43,46,54,58,56,57,52,59,43,38,43,46,54,56,57,52,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Germany
23,Italian Serie B,177,70,23e4,60,65,82,39,47,56,55,70,1,2,2,Medium,Medium,Left,53,31,49,49,48,48,48,33,47,55,86,78,87,59,72,53,50,75,73,41,61,53,37,39,31,59,52,60,56,12,10,15,10,12,50,52,50,50,50,54,55,57,59,59,50,52,50,50,50,54,55,57,59,59,50,50,50,50,55,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Italy
22,Italian Serie B,180,74,29e4,60,67,62,53,67,65,36,51,1,2,4,Medium,Medium,Right,65,52,46,71,58,64,60,52,68,72,63,62,52,49,66,63,57,43,57,48,42,31,41,65,49,58,37,36,34,15,7,8,7,7,56,60,59,61,59,61,51,44,48,51,56,60,59,61,59,61,51,44,48,51,56,59,61,59,51,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Italy
25,Italian Serie B,170,64,21e4,60,63,48,33,52,58,65,50,1,2,2,Medium,Medium,Left,62,30,55,55,33,62,45,30,58,44,62,36,69,55,85,37,58,51,45,34,58,64,45,41,30,56,63,69,69,10,12,15,13,9,45,50,47,49,51,51,58,60,59,58,45,50,47,49,51,51,58,60,59,58,45,47,49,51,58,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Italy
19,German 2. Bundesliga,180,70,45e4,60,76,64,52,62,58,51,57,1,2,3,High,Medium,Right,63,40,61,62,44,54,75,62,61,60,65,63,64,60,68,80,62,56,56,51,61,48,60,57,56,46,44,54,59,9,9,10,9,14,58,58,58,58,58,59,56,55,57,57,58,58,58,58,58,59,56,55,57,57,58,58,58,58,56,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Germany
19,Spanish Segunda División,176,70,325e3,60,72,63,41,45,57,63,57,1,2,2,Medium,Low,Left,44,39,56,52,33,58,49,41,41,54,65,62,55,55,74,48,58,57,56,38,57,54,45,39,42,44,63,69,68,14,11,11,5,9,50,51,51,50,50,52,56,60,59,57,50,51,51,50,50,52,56,60,59,57,50,51,50,50,56,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Spain
